#	Program:featureCounts	v2.1.1	Command:"featureCounts"	"-a"	"ref.gtf"	"-o"	"count.txt"	"-t"	"gene"	"-g"	"gene_id"	"-s"	"1"	"SRR10379721_1_trimmed_mapped.bam"	"SRR10379722_1_trimmed_mapped.bam"	"SRR10379723_1_trimmed_mapped.bam"	"SRR10379724_1_trimmed_mapped.bam"	"SRR10379725_1_trimmed_mapped.bam"	"SRR10379726_1_trimmed_mapped.bam"
Geneid	Chr	Start	End	Strand	Length	SRR10379721_1_trimmed_mapped.bam	SRR10379722_1_trimmed_mapped.bam	SRR10379723_1_trimmed_mapped.bam	SRR10379724_1_trimmed_mapped.bam	SRR10379725_1_trimmed_mapped.bam	SRR10379726_1_trimmed_mapped.bam
SAOUHSC_02686	NC_007795.1	2472607	2473143	-	537	529	362	333	609	1165	152
SAOUHSC_02687	NC_007795.1	2473376	2474200	-	825	1162	980	818	3673	4713	464
SAOUHSC_02688	NC_007795.1	2474417	2474599	-	183	9	5	13	54	142	17
SAOUHSC_02689	NC_007795.1	2474683	2475150	-	468	115	89	88	468	516	37
SAOUHSC_02690	NC_007795.1	2475336	2476886	-	1551	21138	12811	13375	2440	4217	481
SAOUHSC_02691	NC_007795.1	2477181	2477447	-	267	6661	5243	4822	1974	2140	289
SAOUHSC_02692	NC_007795.1	2477447	2477698	-	252	3401	2696	2406	1011	1713	71
SAOUHSC_02693	NC_007795.1	2477863	2477964	-	102	47	24	25	39	18	2
SAOUHSC_02694	NC_007795.1	2477971	2478570	-	600	2407	1828	1956	2738	4376	210
SAOUHSC_02695	NC_007795.1	2478589	2478939	-	351	697	605	600	1127	1232	134
SAOUHSC_02696	NC_007795.1	2479206	2480456	+	1251	2777	1861	2385	524	564	42
SAOUHSC_02697	NC_007795.1	2480553	2481284	-	732	45228	30874	36766	9113	14843	4567
SAOUHSC_02698	NC_007795.1	2481281	2482000	-	720	22546	15285	18308	5764	9243	2883
SAOUHSC_02699	NC_007795.1	2481981	2482760	-	780	18414	11241	15338	4581	8489	1514
SAOUHSC_02700	NC_007795.1	2482881	2484239	-	1359	4761	4637	4175	6301	12381	967
SAOUHSC_02701	NC_007795.1	2484250	2484393	-	144	95	72	69	98	164	3
SAOUHSC_02702	NC_007795.1	2484494	2484598	+	105	4663	1815	1201	131	172	8
SAOUHSC_02703	NC_007795.1	2484752	2485438	-	687	7710	5545	4504	14543	20185	2137
SAOUHSC_02704	NC_007795.1	2485765	2486631	-	867	2760	1891	2302	2179	2468	237
SAOUHSC_02705	NC_007795.1	2487184	2487288	-	105	14	8	18	36	73	4
SAOUHSC_02706	NC_007795.1	2487383	2488693	+	1311	26037	24077	16651	31424	47540	2650
SAOUHSC_02708	NC_007795.1	2489229	2490158	+	930	5783	3798	2091	12858	21334	1043
SAOUHSC_02709	NC_007795.1	2490726	2491673	+	948	12269	8352	5167	15059	21850	989
SAOUHSC_02710	NC_007795.1	2491675	2492652	+	978	14349	10244	5734	11970	15652	1043
SAOUHSC_02711	NC_007795.1	2492704	2493171	-	468	155	72	111	71	84	6
SAOUHSC_02712	NC_007795.1	2493182	2493874	-	693	376	239	263	237	454	51
SAOUHSC_02713	NC_007795.1	2493885	2495000	-	1116	366	209	229	288	375	39
SAOUHSC_02714	NC_007795.1	2494978	2495985	-	1008	280	183	194	184	284	44
SAOUHSC_02715	NC_007795.1	2495987	2497345	-	1359	225	117	126	80	63	11
SAOUHSC_02716	NC_007795.1	2497323	2498009	-	687	77	61	48	28	21	3
SAOUHSC_A02577	NC_007795.1	2498063	2498230	-	168	2	1	4	4	3	0
SAOUHSC_02717	NC_007795.1	2498230	2498373	-	144	3	2	2	0	1	1
SAOUHSC_02718	NC_007795.1	2498461	2500194	-	1734	747	344	463	224	414	32
SAOUHSC_02719	NC_007795.1	2500219	2501982	-	1764	281	170	219	139	174	38
SAOUHSC_02720	NC_007795.1	2502476	2502583	-	108	0	1	1	4	1	1
SAOUHSC_02721	NC_007795.1	2502610	2502717	-	108	6484	4497	3202	4550	1787	731
SAOUHSC_02722	NC_007795.1	2502851	2503237	-	387	895	625	750	1025	828	90
SAOUHSC_02723	NC_007795.1	2503505	2504647	+	1143	19755	18359	19717	4575	4077	1746
SAOUHSC_02724	NC_007795.1	2504707	2505366	+	660	40725	38135	45133	8115	9817	918
SAOUHSC_02725	NC_007795.1	2505548	2506759	+	1212	4076	3482	2730	11785	12991	2550
SAOUHSC_02726	NC_007795.1	2506882	2507355	-	474	240	243	191	431	759	243
SAOUHSC_02727	NC_007795.1	2507555	2508124	+	570	2341	1691	851	4419	5990	1567
SAOUHSC_02728	NC_007795.1	2508187	2508993	-	807	716	420	416	433	926	62
SAOUHSC_02729	NC_007795.1	2509280	2510689	+	1410	1695	2112	1284	4759	7045	892
SAOUHSC_02731	NC_007795.1	2510827	2512905	+	2079	5952	3813	4857	8377	13259	802
SAOUHSC_02732	NC_007795.1	2512984	2513085	-	102	1	1	4	6	6	0
SAOUHSC_02733	NC_007795.1	2513045	2514874	-	1830	8401	6330	4816	16349	25058	3374
SAOUHSC_02734	NC_007795.1	2514968	2515072	-	105	2	2	8	7	5	0
SAOUHSC_02736	NC_007795.1	2515106	2516602	+	1497	3720	2413	2729	3440	3861	305
SAOUHSC_02737	NC_007795.1	2516694	2517545	-	852	1986	1681	1026	1384	1668	346
SAOUHSC_02739	NC_007795.1	2517867	2518802	-	936	941	660	544	2170	3461	1177
SAOUHSC_02740	NC_007795.1	2519028	2520428	-	1401	1683	1329	950	8605	9664	1321
SAOUHSC_02741	NC_007795.1	2520722	2521417	-	696	2102	1316	1324	768	1010	256
SAOUHSC_02742	NC_007795.1	2521417	2522358	-	942	1940	1275	1426	807	1168	178
SAOUHSC_02743	NC_007795.1	2522375	2523010	-	636	703	418	470	328	568	109
SAOUHSC_02744	NC_007795.1	2523007	2524233	-	1227	951	620	661	643	1478	420
SAOUHSC_02745	NC_007795.1	2524560	2524679	-	120	7	7	7	0	1	0
SAOUHSC_02746	NC_007795.1	2524759	2524899	-	141	18	18	13	9	6	2
SAOUHSC_02747	NC_007795.1	2524903	2525502	-	600	3078	1983	2336	1549	1882	105
SAOUHSC_02750	NC_007795.1	2525682	2527319	+	1638	6022	4256	4807	2483	3765	508
SAOUHSC_02751	NC_007795.1	2527927	2529279	+	1353	4432	4412	2959	15346	18437	5601
SAOUHSC_02752	NC_007795.1	2529341	2530468	-	1128	7194	5058	5816	2287	2459	556
SAOUHSC_02753	NC_007795.1	2530924	2531700	-	777	2302	2102	1565	3524	3856	934
SAOUHSC_02754	NC_007795.1	2531693	2532355	-	663	893	915	680	1509	1420	725
SAOUHSC_02755	NC_007795.1	2532603	2533679	-	1077	6240	4933	4732	6790	7194	3255
SAOUHSC_02756	NC_007795.1	2534034	2534300	-	267	6003	3644	5859	4025	3060	192
SAOUHSC_02757	NC_007795.1	2534300	2534557	-	258	7037	5023	5906	5355	6363	95
SAOUHSC_02759	NC_007795.1	2534916	2535371	+	456	2691	1826	1872	3615	5202	295
SAOUHSC_02760	NC_007795.1	2535539	2537116	-	1578	1571	1048	889	1911	3052	720
SAOUHSC_02761	NC_007795.1	2537311	2538060	+	750	529	350	427	792	943	103
SAOUHSC_02762	NC_007795.1	2538284	2539477	-	1194	4781	2997	2826	787	1117	265
SAOUHSC_02763	NC_007795.1	2539489	2540238	-	750	1623	1075	1115	159	267	116
SAOUHSC_02764	NC_007795.1	2540231	2541046	-	816	1096	889	659	110	224	55
SAOUHSC_02765	NC_007795.1	2541043	2541912	-	870	590	543	395	74	97	18
SAOUHSC_02766	NC_007795.1	2541909	2542844	-	936	2597	1446	1630	457	899	129
SAOUHSC_02767	NC_007795.1	2542857	2544455	-	1599	8351	5504	5323	1345	2943	284
SAOUHSC_02768	NC_007795.1	2544598	2545812	-	1215	2624	1863	1477	139	297	34
SAOUHSC_02769	NC_007795.1	2545892	2546710	-	819	2656	1842	1391	149	356	34
SAOUHSC_02770	NC_007795.1	2546721	2547542	-	822	2862	1956	1400	165	344	67
SAOUHSC_02771	NC_007795.1	2548409	2548774	-	366	403	314	396	1522	1784	360
SAOUHSC_02772	NC_007795.1	2549037	2549756	-	720	3002	3433	2027	8939	16567	9021
SAOUHSC_02773	NC_007795.1	2550088	2551626	+	1539	2536	2151	1709	9684	16527	1684
SAOUHSC_02774	NC_007795.1	2551738	2552160	-	423	2788	3117	2215	11083	14242	998
SAOUHSC_02775	NC_007795.1	2552612	2553031	-	420	453	278	299	500	768	73
SAOUHSC_02776	NC_007795.1	2553049	2553468	-	420	112	71	75	285	503	37
SAOUHSC_02777	NC_007795.1	2553735	2554157	-	423	247	128	115	849	1547	182
SAOUHSC_02778	NC_007795.1	2554408	2555103	-	696	458	410	251	1870	4063	735
SAOUHSC_02779	NC_007795.1	2555392	2555673	+	282	877	1073	570	3459	5997	698
SAOUHSC_02780	NC_007795.1	2555609	2555794	+	186	138	114	130	457	523	275
SAOUHSC_02781	NC_007795.1	2555933	2556124	-	192	2524	1688	1079	8968	8292	453
SAOUHSC_02782	NC_007795.1	2556559	2556681	+	123	31	26	32	13	6	0
SAOUHSC_02783	NC_007795.1	2556685	2557479	-	795	400	285	313	469	759	151
SAOUHSC_02784	NC_007795.1	2558015	2558302	-	288	117	70	77	109	196	26
SAOUHSC_02785	NC_007795.1	2558305	2558631	-	327	134	81	91	166	209	11
SAOUHSC_02786	NC_007795.1	2558631	2559955	-	1325	442	284	317	663	1183	214
SAOUHSC_02788	NC_007795.1	2559952	2560737	-	786	275	166	200	466	874	84
SAOUHSC_02789	NC_007795.1	2560849	2561550	-	702	227	175	151	392	533	94
SAOUHSC_02790	NC_007795.1	2561928	2564789	-	2862	2416	1243	1897	2007	2441	225
SAOUHSC_02791	NC_007795.1	2564791	2565183	-	393	139	93	106	250	433	37
SAOUHSC_02793	NC_007795.1	2565300	2567108	+	1809	1376	857	868	1210	1593	205
SAOUHSC_02794	NC_007795.1	2567392	2567658	+	267	223	104	97	409	711	26
SAOUHSC_02795	NC_007795.1	2567802	2568110	+	309	82	62	44	130	135	11
SAOUHSC_02796	NC_007795.1	2568218	2568451	-	234	13	11	23	44	65	6
SAOUHSC_02797	NC_007795.1	2568432	2569625	-	1194	441	264	293	462	696	59
SAOUHSC_02798	NC_007795.1	2570009	2574892	-	4884	4252	2845	3451	2246	3621	1550
SAOUHSC_02799	NC_007795.1	2575197	2575517	-	321	17	7	20	18	7	0
SAOUHSC_02800	NC_007795.1	2575879	2576622	+	744	14	12	14	22	13	0
SAOUHSC_02801	NC_007795.1	2576833	2577615	-	783	1542	975	1110	1452	2017	555
SAOUHSC_02802	NC_007795.1	2577879	2580632	-	2754	14485	26593	16852	17067	9067	2080
SAOUHSC_02803	NC_007795.1	2581383	2584355	-	2973	10635	16563	11236	18152	16644	4499
SAOUHSC_02804	NC_007795.1	2584423	2584524	-	102	3	8	1	13	19	0
SAOUHSC_02805	NC_007795.1	2584573	2584875	-	303	4	0	2	0	0	0
SAOUHSC_02806	NC_007795.1	2584907	2586265	-	1359	5389	6616	4160	2027	3985	1070
SAOUHSC_02808	NC_007795.1	2586382	2587935	-	1554	2982	3691	2264	2192	4058	1576
SAOUHSC_02809	NC_007795.1	2587959	2588639	-	681	1570	1498	1011	2694	3803	2093
SAOUHSC_02810	NC_007795.1	2588793	2589557	-	765	3413	2668	2241	3298	6111	1122
SAOUHSC_02811	NC_007795.1	2589722	2590414	-	693	899	731	666	1849	3580	211
SAOUHSC_02812	NC_007795.1	2590645	2591061	-	417	13073	11060	8879	34473	46974	14647
SAOUHSC_02813	NC_007795.1	2591200	2593093	-	1894	11565	8899	9575	7400	3888	334
SAOUHSC_02815	NC_007795.1	2593502	2594779	-	1278	9502	10398	7626	23293	24941	4787
SAOUHSC_02816	NC_007795.1	2595326	2595937	+	612	939	691	608	2189	3569	115
SAOUHSC_02817	NC_007795.1	2595946	2596044	-	99	1	0	0	0	0	0
SAOUHSC_02818	NC_007795.1	2596034	2597197	-	1164	828	464	478	553	839	97
SAOUHSC_02819	NC_007795.1	2597190	2597648	-	459	164	120	130	83	183	15
SAOUHSC_02820	NC_007795.1	2598082	2598777	+	696	411	218	316	946	1622	401
SAOUHSC_02821	NC_007795.1	2598779	2599549	+	771	360	241	283	820	1358	136
SAOUHSC_02822	NC_007795.1	2599922	2601886	+	1965	3721	3032	1655	6756	9538	1254
SAOUHSC_02823	NC_007795.1	2602404	2603309	+	906	1210	1002	824	3312	4399	307
SAOUHSC_02824	NC_007795.1	2603414	2604007	-	594	584	336	326	316	485	339
SAOUHSC_02825	NC_007795.1	2604029	2604901	-	873	269	216	226	244	397	186
SAOUHSC_02826	NC_007795.1	2605075	2605509	-	435	1356	943	764	795	1118	59
SAOUHSC_02827	NC_007795.1	2605736	2606020	+	285	857	625	488	1792	1427	294
SAOUHSC_02828	NC_007795.1	2606191	2606997	+	807	6271	4882	5532	1220	1817	394
SAOUHSC_02829	NC_007795.1	2607117	2607788	-	672	2754	2280	1764	1086	815	111
SAOUHSC_02830	NC_007795.1	2608103	2609050	+	948	17327	8950	15125	2006	793	84
SAOUHSC_02831	NC_007795.1	2609299	2610099	-	801	774	539	596	365	391	61
SAOUHSC_02832	NC_007795.1	2610420	2611055	+	636	87	22	112	34	41	2
SAOUHSC_02833	NC_007795.1	2611061	2611792	+	732	460	218	421	118	153	9
SAOUHSC_02834	NC_007795.1	2611952	2612572	-	621	3118	1935	2139	3920	6115	361
SAOUHSC_02836	NC_007795.1	2612766	2613257	+	492	428	305	304	529	577	121
SAOUHSC_02837	NC_007795.1	2613695	2613865	-	171	96	83	68	956	1945	118
SAOUHSC_02838	NC_007795.1	2613927	2614025	-	99	2	1	3	2	0	0
SAOUHSC_02839	NC_007795.1	2614044	2614943	-	900	5635	5207	4280	1510	2069	757
SAOUHSC_02840	NC_007795.1	2614957	2615637	-	681	2528	2411	2066	640	762	104
SAOUHSC_02841	NC_007795.1	2615640	2616635	-	996	4756	4372	3492	1492	1625	189
SAOUHSC_02842	NC_007795.1	2617234	2617437	+	204	220	124	154	176	91	19
SAOUHSC_02843	NC_007795.1	2617620	2618555	+	936	470	335	349	1773	3324	153
SAOUHSC_02844	NC_007795.1	2618637	2619605	-	969	3517	3032	1583	6276	11152	2912
SAOUHSC_02845	NC_007795.1	2619738	2620082	-	345	759	610	283	1271	1711	295
SAOUHSC_02846	NC_007795.1	2620124	2620534	-	411	905	660	312	1766	2699	296
SAOUHSC_02848	NC_007795.1	2620914	2622980	-	2067	14102	7866	8990	61793	61629	13921
SAOUHSC_02849	NC_007795.1	2623281	2625020	-	1740	17710	24752	11723	65558	110458	27874
SAOUHSC_02850	NC_007795.1	2625067	2625756	-	690	4086	6162	3002	14890	32445	13626
SAOUHSC_02851	NC_007795.1	2625749	2626144	-	396	62	40	28	21	23	3
SAOUHSC_02852	NC_007795.1	2626357	2627184	-	828	871	578	503	1305	1378	351
SAOUHSC_02853	NC_007795.1	2627402	2627620	+	219	40765	32180	20058	58382	26826	5636
SAOUHSC_02855	NC_007795.1	2628010	2628441	+	432	813	798	828	427	294	46
SAOUHSC_02856	NC_007795.1	2628706	2628810	-	105	176	127	196	1610	2599	132
SAOUHSC_02857	NC_007795.1	2628973	2629107	-	135	50	45	68	745	815	176
SAOUHSC_02858	NC_007795.1	2629201	2629458	-	258	151	159	146	1940	2448	388
SAOUHSC_02859	NC_007795.1	2630037	2631314	-	1278	3282	2781	2200	3251	4422	1634
SAOUHSC_02860	NC_007795.1	2631568	2632734	+	1167	11060	10941	6869	18841	17304	3772
SAOUHSC_02861	NC_007795.1	2632904	2633425	-	522	1553	1335	957	1970	2711	1421
SAOUHSC_02862	NC_007795.1	2633834	2635939	+	2106	7089	8382	4216	24637	39043	15193
SAOUHSC_02863	NC_007795.1	2636008	2636178	-	171	296	200	216	56	102	2
SAOUHSC_02864	NC_007795.1	2636191	2638185	-	1995	1968	1381	1241	713	924	124
SAOUHSC_02865	NC_007795.1	2638197	2638424	-	228	181	140	122	132	221	9
SAOUHSC_02866	NC_007795.1	2638640	2641108	-	2469	1846	1376	1212	2341	4020	543
SAOUHSC_02867	NC_007795.1	2641274	2641822	+	549	2747	2126	2152	1749	2364	184
SAOUHSC_02868	NC_007795.1	2641899	2642066	-	168	206	183	162	293	588	65
SAOUHSC_02869	NC_007795.1	2642178	2643722	-	1545	15504	18238	8701	22453	32667	5679
SAOUHSC_02871	NC_007795.1	2643912	2644511	-	600	369	280	243	607	1135	345
SAOUHSC_02872	NC_007795.1	2644750	2644941	+	192	21975	14518	19834	2172	5287	385
SAOUHSC_02873	NC_007795.1	2645181	2647589	+	2409	11658	9690	7575	5578	5772	912
SAOUHSC_02874	NC_007795.1	2647869	2648075	+	207	1375	1135	838	924	866	54
SAOUHSC_02875	NC_007795.1	2648165	2649163	-	999	1666	1377	1021	4184	7212	1163
SAOUHSC_02876	NC_007795.1	2649186	2650340	-	1155	1387	1342	708	4730	7573	2228
SAOUHSC_02877	NC_007795.1	2650767	2652275	-	1509	1822	1693	1081	4978	10146	4601
SAOUHSC_02879	NC_007795.1	2652287	2653150	-	864	653	705	397	2576	4428	801
SAOUHSC_02880	NC_007795.1	2653187	2654314	-	1128	1091	1232	598	5217	9349	4631
SAOUHSC_02881	NC_007795.1	2654320	2655813	-	1494	1322	1351	722	6910	10059	5284
SAOUHSC_02882	NC_007795.1	2655806	2656294	-	489	175	171	122	1494	2052	297
SAOUHSC_02883	NC_007795.1	2656469	2657236	-	768	1579	2094	2022	807	1075	618
SAOUHSC_02885	NC_007795.1	2657597	2659408	-	1812	36924	25299	38787	9319	11369	1548
SAOUHSC_02886	NC_007795.1	2659920	2660408	-	489	103	89	196	40	73	7
SAOUHSC_02887	NC_007795.1	2660684	2661385	-	702	26875	32532	48406	12026	8198	4391
SAOUHSC_02888	NC_007795.1	2661993	2663048	-	1056	509	465	340	10822	12081	2481
SAOUHSC_02889	NC_007795.1	2663175	2663303	-	129	7	3	2	9	18	2
SAOUHSC_02890	NC_007795.1	2663260	2663397	+	138	14	9	6	10	5	0
SAOUHSC_02891	NC_007795.1	2663458	2664027	+	570	1239	848	1103	793	1115	60
SAOUHSC_02892	NC_007795.1	2664225	2664725	+	501	753	702	387	666	1613	365
SAOUHSC_02893	NC_007795.1	2664945	2665175	+	231	1240	1007	776	806	2114	147
SAOUHSC_02894	NC_007795.1	2665325	2665702	-	378	888	595	681	885	1728	539
SAOUHSC_02895	NC_007795.1	2665719	2666540	-	822	1009	563	807	986	1572	352
SAOUHSC_02896	NC_007795.1	2666560	2666859	-	300	343	189	256	243	409	67
SAOUHSC_02897	NC_007795.1	2666990	2667547	+	558	321	285	186	708	1165	75
SAOUHSC_02898	NC_007795.1	2667540	2668244	+	705	571	518	325	937	1123	243
SAOUHSC_02899	NC_007795.1	2668342	2669352	+	1011	1913	1962	1053	4224	5877	1445
SAOUHSC_02900	NC_007795.1	2669372	2670202	+	831	3778	4012	2360	13096	17325	8016
SAOUHSC_02901	NC_007795.1	2670349	2671239	-	891	4049	1526	2044	307	403	74
SAOUHSC_02902	NC_007795.1	2671337	2672676	-	1340	2646	986	1134	135	169	20
SAOUHSC_02904	NC_007795.1	2672670	2673776	-	1107	3380	1386	1571	103	135	18
SAOUHSC_02905	NC_007795.1	2674110	2674406	-	297	143	95	138	158	202	23
SAOUHSC_02906	NC_007795.1	2674394	2674762	-	369	347	275	292	325	520	73
SAOUHSC_02907	NC_007795.1	2674777	2675055	-	279	179	122	107	181	271	8
SAOUHSC_02908	NC_007795.1	2675397	2676263	-	867	989	776	627	4070	6395	2836
SAOUHSC_02909	NC_007795.1	2676481	2677545	+	1065	2572	2328	1821	3349	4239	835
SAOUHSC_02910	NC_007795.1	2677700	2677975	+	276	1671	1205	1187	2294	3939	317
SAOUHSC_02911	NC_007795.1	2678161	2678883	-	723	653	367	382	488	498	45
SAOUHSC_02912	NC_007795.1	2679237	2679686	+	450	1489	1395	900	3021	2034	437
SAOUHSC_02913	NC_007795.1	2679767	2680354	-	588	684	562	509	480	781	62
SAOUHSC_02914	NC_007795.1	2680332	2680430	-	99	15	9	11	4	2	0
SAOUHSC_02915	NC_007795.1	2680487	2682169	+	1683	1373	1084	950	1155	1399	324
SAOUHSC_02916	NC_007795.1	2682298	2682669	-	372	4009	3047	3643	2094	3434	235
SAOUHSC_02918	NC_007795.1	2682683	2683534	-	852	5891	4718	5343	4193	7887	1697
SAOUHSC_02919	NC_007795.1	2683527	2684318	-	792	4187	3765	3697	4986	8492	1836
SAOUHSC_02920	NC_007795.1	2684418	2685278	+	861	1272	967	744	3004	4102	1296
SAOUHSC_02921	NC_007795.1	2685364	2686068	-	705	1830	1234	1637	1988	2861	702
SAOUHSC_02922	NC_007795.1	2686346	2687305	-	960	1650	1210	1078	6818	9471	3940
SAOUHSC_02923	NC_007795.1	2687992	2689440	+	1449	4198	4817	2432	61444	65444	10026
SAOUHSC_02924	NC_007795.1	2689521	2690858	-	1338	1163	1244	813	16599	39272	5763
SAOUHSC_02925	NC_007795.1	2691116	2691532	+	417	88	83	50	926	1297	150
SAOUHSC_02926	NC_007795.1	2691655	2692545	+	891	12851	9106	5254	25075	30542	3843
SAOUHSC_02927	NC_007795.1	2692738	2694234	-	1497	42601	41554	29753	78627	86934	41671
SAOUHSC_02928	NC_007795.1	2694530	2694859	+	330	360	195	643	274	466	22
SAOUHSC_02929	NC_007795.1	2694919	2696517	-	1599	5239	4585	2696	18911	27930	9889
SAOUHSC_02930	NC_007795.1	2696711	2697154	-	444	965	923	616	3768	3946	756
SAOUHSC_02931	NC_007795.1	2697435	2697647	-	213	229	166	141	1667	1423	126
SAOUHSC_02932	NC_007795.1	2697925	2699634	-	1710	3026	2132	2286	502	505	217
SAOUHSC_02933	NC_007795.1	2699895	2701385	-	1491	18275	10905	13886	517	525	155
SAOUHSC_02934	NC_007795.1	2701454	2701549	+	96	5	1	4	1	1	0
SAOUHSC_02935	NC_007795.1	2701638	2702201	+	564	3683	2546	2837	1822	3924	219
SAOUHSC_02936	NC_007795.1	2702389	2703075	-	687	912	837	765	2333	4034	1388
SAOUHSC_02937	NC_007795.1	2703339	2704961	-	1623	4683	4629	4494	1496	2105	418
SAOUHSC_02939	NC_007795.1	2705093	2705254	+	162	6	2	7	2	0	1
SAOUHSC_02940	NC_007795.1	2705270	2705380	-	111	5	3	5	3	4	1
SAOUHSC_02941	NC_007795.1	2705480	2706016	-	537	1414	866	908	2904	7010	665
SAOUHSC_02942	NC_007795.1	2706013	2707863	-	1851	1980	1356	1323	4377	12374	1447
SAOUHSC_02943	NC_007795.1	2708110	2709480	-	1371	287	178	211	174	212	45
SAOUHSC_02944	NC_007795.1	2709802	2709897	-	96	792	397	594	218	320	41
SAOUHSC_02945	NC_007795.1	2709973	2710578	-	606	3222	2165	2321	1064	1359	437
SAOUHSC_02947	NC_007795.1	2710641	2712521	-	1881	3803	2453	2703	1503	1998	309
SAOUHSC_02948	NC_007795.1	2712716	2712808	+	93	11	6	11	14	20	2
SAOUHSC_02949	NC_007795.1	2712916	2713413	-	498	658	555	504	457	678	50
SAOUHSC_A02794	NC_007795.1	2713423	2713683	-	261	245	285	249	247	634	36
SAOUHSC_02950	NC_007795.1	2714065	2714178	-	114	9	3	4	12	26	2
SAOUHSC_02953	NC_007795.1	2714837	2716837	-	2001	1303	943	782	1758	2906	175
SAOUHSC_02954	NC_007795.1	2716834	2717589	-	756	269	253	170	793	1901	455
SAOUHSC_02955	NC_007795.1	2717697	2718584	-	888	1722	1425	1216	2163	2874	378
SAOUHSC_02956	NC_007795.1	2718595	2719260	-	666	1604	1345	1132	2074	2398	231
SAOUHSC_02957	NC_007795.1	2719286	2719486	-	201	605	526	409	771	1460	84
SAOUHSC_02958	NC_007795.1	2719684	2721108	+	1425	426	250	338	81	62	14
SAOUHSC_02960	NC_007795.1	2721178	2721288	+	111	4	2	3	5	1	0
SAOUHSC_02961	NC_007795.1	2721391	2721846	-	456	1067	886	805	2038	2765	322
SAOUHSC_02962	NC_007795.1	2722091	2722852	-	762	1064	952	897	2140	3757	268
SAOUHSC_02963	NC_007795.1	2722968	2725601	-	2634	75137	60222	75575	93122	66583	54489
SAOUHSC_02964	NC_007795.1	2725951	2726655	-	705	6407	5429	8129	27235	48980	6636
SAOUHSC_02965	NC_007795.1	2726754	2727695	-	942	5854	5573	7525	33627	80356	28272
SAOUHSC_02967	NC_007795.1	2727712	2729142	-	1431	3699	3447	5419	37972	91175	27170
SAOUHSC_02968	NC_007795.1	2729233	2730243	-	1011	1568	1616	2346	22322	56395	17532
SAOUHSC_02969	NC_007795.1	2730276	2731511	-	1236	1243	1282	1897	18931	52958	23097
SAOUHSC_A02811	NC_007795.1	2731688	2731855	-	168	0	1	2	1	0	0
SAOUHSC_02970	NC_007795.1	2731858	2732307	-	450	621	387	362	189	203	25
SAOUHSC_02971	NC_007795.1	2732674	2734170	-	1497	8938	5118	10414	748	946	254
SAOUHSC_02972	NC_007795.1	2734627	2735154	-	528	3571	2510	2027	1791	1564	178
SAOUHSC_02973	NC_007795.1	2735412	2735870	+	459	1004	684	846	312	343	25
SAOUHSC_02974	NC_007795.1	2736110	2737984	+	1875	1004	791	626	3367	6166	335
SAOUHSC_02975	NC_007795.1	2738061	2740013	+	1953	2706	2195	1994	2983	5874	1938
SAOUHSC_02976	NC_007795.1	2740027	2740965	+	939	3863	3109	2542	2169	4487	433
SAOUHSC_02978	NC_007795.1	2741077	2744058	-	2982	16899	12574	13392	16981	25632	4439
SAOUHSC_02979	NC_007795.1	2744269	2746128	+	1860	19610	17714	11780	35632	48079	3772
SAOUHSC_02980	NC_007795.1	2746395	2746955	-	561	11302	7928	8191	4989	6023	983
SAOUHSC_02982	NC_007795.1	2747123	2749030	-	1908	43402	31939	33467	33728	47698	7573
SAOUHSC_02983	NC_007795.1	2749272	2750630	-	1359	10275	7739	7727	6670	9844	1063
SAOUHSC_02984	NC_007795.1	2750623	2752131	-	1509	10882	8870	8238	8836	13416	3154
SAOUHSC_02985	NC_007795.1	2752149	2754539	-	2391	10965	8876	8831	11088	16033	6641
SAOUHSC_02986	NC_007795.1	2754529	2755488	-	960	2734	1800	2440	393	473	52
SAOUHSC_02987	NC_007795.1	2755466	2757034	-	1569	3882	2552	3044	570	510	110
SAOUHSC_02988	NC_007795.1	2757024	2758577	-	1554	2975	1953	2361	442	426	84
SAOUHSC_02989	NC_007795.1	2758588	2759799	-	1212	866	531	843	197	201	28
SAOUHSC_02990	NC_007795.1	2759929	2766744	-	6816	95472	69724	78220	16570	14079	4441
SAOUHSC_02991	NC_007795.1	2767289	2767981	-	693	1589	1019	1088	2541	3882	1211
SAOUHSC_02992	NC_007795.1	2768247	2768675	+	429	105	62	92	169	160	7
SAOUHSC_02993	NC_007795.1	2768662	2768964	+	303	82	43	63	107	151	11
SAOUHSC_02994	NC_007795.1	2769118	2769477	+	360	1210	1094	829	7733	9245	1565
SAOUHSC_02995	NC_007795.1	2769562	2770173	-	612	530	512	438	2379	4372	652
SAOUHSC_02996	NC_007795.1	2770252	2770728	-	477	132	82	90	96	146	24
SAOUHSC_02997	NC_007795.1	2770731	2771231	-	501	90	59	71	139	196	24
SAOUHSC_02998	NC_007795.1	2771466	2772233	-	768	840	407	765	133	168	11
SAOUHSC_02999	NC_007795.1	2772230	2772922	-	693	476	241	377	71	63	18
SAOUHSC_03000	NC_007795.1	2772939	2773601	-	663	84	42	113	17	15	1
SAOUHSC_03001	NC_007795.1	2774450	2775010	-	561	3690	2367	2359	5502	7138	395
SAOUHSC_03002	NC_007795.1	2775174	2776412	+	1239	175	136	102	56	41	21
SAOUHSC_03003	NC_007795.1	2776376	2776681	+	306	21	22	16	7	15	9
SAOUHSC_03004	NC_007795.1	2776678	2777550	+	873	98	72	56	60	102	9
